	polarity	word
4620	positive	de plein air
4621	negative	de poisson
4622	positive	de précaution
4623	positive	de premier choix
4624	positive	de premier qualité
4625	negative	de profil
4626	positive	de qualité
4627	positive	de rechange
4628	negative	de représaille
4629	positive	de rêve
4630	positive	de saint
4631	negative	de second main
4632	positive	de son plein gré
4633	positive	de soutien
4634	positive	de sport
4635	positive	de substitution
4636	positive	de terre
4637	negative	de titan
4638	positive	de toujours
4639	positive	de tout le jour
4640	positive	de transition
4641	positive	de travail
4642	positive	de valeur
4643	positive	de velours
4644	positive	de vote
4645	positive	de voyage
4646	negative	dealer
4647	negative	déambulation
4648	negative	débâcle
4649	positive	déballer
4650	positive	débarquer
4651	negative	débarras
4652	negative	débarrasser
4653	negative	débarrasser de
4654	positive	débattre
4655	negative	débauche
4656	negative	débile
4657	negative	débiliter
4658	positive	débit
4659	positive	débiter
4660	positive	déblaiement
4661	positive	déblayer|déblayer
4662	negative	débloquer
4663	positive	déboisement
4664	negative	déboîter
4665	positive	débordant
4666	negative	débordement
4667	positive	déboucher
4668	positive	déboursement
4669	positive	débourser
4670	negative	débrancher
4671	positive	débrayer|débrayer
4672	negative	débris
4673	positive	débuter
4674	negative	décadence
4675	negative	décalage
4676	positive	décalquer
4677	negative	décapage
4678	positive	décapotable
4679	positive	décapsuleur
4680	negative	décéder
4681	positive	décelable
4682	positive	déceler
4683	positive	décence
4684	positive	décennie
4685	positive	décent
4686	negative	décentralisation
4687	positive	décerner
4688	negative	décevant
4689	negative	déchaînement
4690	negative	décharge
4691	negative	décharger
4692	negative	décharner
4693	negative	déchet
4694	positive	déchiffrer
4695	negative	déchiqueter
4696	negative	déchirer
4697	negative	déchirure
4698	negative	décidément
4699	positive	décimal
4700	positive	décimale
4701	positive	décisif
4702	positive	décision
4703	positive	déclaration écrire sous sermen
4704	negative	déclaration inexact
4705	positive	déclaration officiel
4706	positive	déclaratoire
4707	negative	déclencher
4708	positive	déclenchement
4709	positive	déclic
4710	negative	déclin
4711	negative	décliner
4712	negative	décolorant
4713	negative	décoloration
4714	negative	décolorer
4715	negative	décomposer
4716	negative	décomposition
4717	positive	décompte
4718	negative	déconcentrer
4719	negative	déconcerter
4720	negative	déconcertant
4721	negative	déconnecter
4722	negative	déconnexion
4723	positive	décontraction
4724	positive	décontracturant musculaire
4725	negative	déconvenue
4726	positive	décor
4727	positive	décorateur
4728	positive	décoration
4729	positive	décorer
4730	positive	décorum
4731	negative	découpage
4732	negative	découper en cube
4733	negative	décourager
4734	negative	décourageant
4735	negative	découragement
4736	negative	décours
4737	negative	découdre
4738	positive	découvrir
4739	positive	découverte
4740	negative	décrépit
4741	positive	décréter
4742	negative	décrier
4743	positive	décrire
4744	positive	décroiser
4745	negative	décroître
4746	negative	décroissant
4747	positive	décuple
4748	negative	dédaigner
4749	negative	dédain
4750	negative	dédale
4751	positive	dédicace
4752	positive	dédicacer
4753	positive	dédier
4754	positive	dédommagement
4755	positive	dédommager
4756	positive	déductif
4757	positive	déduction
4758	positive	déduire
4759	positive	déesse
4760	negative	défaillir
4761	negative	défaite
4762	negative	défaut de paiement
4763	negative	défavorable
4764	negative	défection
4765	positive	défendre
4766	positive	défense
4767	positive	défenseur
4768	positive	déférence
4769	negative	déferlant
4770	negative	défi
4771	negative	déficit
4772	negative	défier
4773	negative	défigurer
4774	positive	défiler
4775	positive	définir
4776	positive	définitif
4777	positive	définition
4778	negative	déflation
4779	positive	defloration
4780	positive	défloration
4781	negative	défoncer
4782	negative	déformation
4783	negative	déformer
4784	positive	défrichement
4785	negative	défunt
4786	positive	dégager
4787	negative	dégectueuses
4788	negative	dégel
4789	negative	dégeler
4790	negative	dégénérescence
4791	negative	dégingander
4792	negative	dégoã»t
4793	negative	dégoã»tant
4794	negative	dégonfler
4795	negative	dégonflement
4796	negative	dégoût
4797	negative	dégoûtane
4798	negative	dégoûter
4799	negative	dégoûtant
4800	negative	dégrader
4801	negative	dégradant
4802	negative	dégradation
4803	positive	degré
4804	negative	dégueuler
4805	negative	déguiser
4806	negative	déguisement
4807	positive	dégustation
4808	positive	déjeuner
4809	negative	déjouer
4810	negative	délaisser
4811	negative	délaissement
4812	positive	délectable
4813	positive	délecter
4814	positive	délégation
4815	negative	délétère
4816	positive	délibérer
4817	positive	délibérant
4818	positive	délibératif
4819	positive	délibération
4820	positive	délicatement
4821	negative	délictuel
4822	negative	délictuelle
4823	negative	délictuelles
4824	negative	délictuels
4825	positive	délimitation
4826	positive	délimiter
4827	negative	délinquance
4828	negative	délire
4829	negative	délit
4830	positive	délivrance
4831	negative	déloger
4832	negative	déloyal
4833	positive	delta
4834	negative	déluge
4835	positive	demande reconventionnel
4836	negative	demander
4837	positive	demandeur
4838	negative	démangeaison
4839	negative	démanger
4840	positive	démarche
4841	negative	démarche arrogant
4842	positive	démarrer
4843	positive	démasquer
4844	negative	démêler
4845	negative	démembrement
4846	negative	déménagement
4847	negative	démentir
4848	positive	demeurer
4849	negative	demi
4850	negative	demi|demie
4851	negative	démission
4852	positive	démo
4853	positive	démocrate
4854	positive	démocratie
4855	negative	démoder
4856	positive	demoiselle d honneur
4857	negative	démolition
4858	negative	démoniaque
4859	positive	démonstratif
4860	positive	démonstration
4861	positive	démontrable
4862	positive	démontrer
4863	negative	démoraliser
4864	negative	démunir
4865	negative	dénaturer
4866	negative	déni
4867	negative	dénier
4868	negative	dénigrement
4869	negative	dénigrer
4870	positive	dénominateur
4871	positive	dénomination
4872	negative	dénoncer
4873	negative	dénonciation
4874	negative	dénouer
4875	negative	dénoyauter
4876	positive	denrée
4877	positive	dense
4878	positive	densité
4879	negative	dent
4880	negative	denté
4881	negative	dentée
4882	positive	dentelle
4883	positive	dentisterie
4884	negative	dénuder
4885	positive	déodorant
4886	positive	dépassant
4887	negative	dépasser
4888	positive	dépêcher
4889	positive	dépeigner|dépeindre
4890	positive	dépeindre
4891	negative	dépendant
4892	negative	dépendre
4893	negative	dépense
4894	negative	dépenser
4895	negative	dépit
4896	negative	déplaisant
4897	positive	dépliant
4898	positive	déplier
4899	negative	déplorable
4900	negative	déplorer
4901	positive	déployer
4902	negative	déporter
4903	positive	dépositaire
4904	positive	déposition
4905	negative	déposséder
4906	negative	dépôt de bilan
4907	negative	dépôt visqueux
4908	negative	dépourvu
4909	negative	dépourvu de qch
4910	negative	dépourvu de sen|sens
4911	negative	dépourvue de sen|sens
4912	negative	dépourvues de sen|sens
4913	negative	dépouvus de sen|sens
4914	negative	dépravation
4915	negative	dépraver
4916	negative	dépréciation
4917	negative	dépression
4918	negative	dépréssives
4919	negative	déprimant
4920	negative	déprime
4921	negative	déprimer
4922	negative	dérailler
4923	negative	déraisonnable
4924	negative	dérangement
4925	negative	dérapage
4926	negative	déraper
4927	negative	dérision
4928	negative	dérisoire
4929	negative	dérivation
4930	negative	dérive
4931	negative	dériver
4932	positive	dermatologie
4933	positive	dermatologue
4934	positive	dermique
4935	negative	dernier
4936	negative	dérober
4937	negative	déroger à
4938	positive	dérouler
4939	negative	déroutant
4940	negative	déroute
4941	positive	du cieux
4942	positive	du tas de qch
4943	negative	désactivation
4944	negative	désactiver
4945	negative	désaffecter
4946	negative	désagréable
4947	negative	désapprobation
4948	negative	désapprouver
4949	negative	désarmer
4950	negative	désavantager
4951	negative	désavouer
4952	positive	descendance
4953	positive	descendre directement de
4954	negative	descente
4955	positive	description
4956	negative	désenchantement
4957	negative	désengagement
4958	negative	déséquilibrer
4959	negative	désert
4960	negative	déserter
4961	negative	désertion
4962	negative	désertique
4963	negative	désespérer
4964	negative	désespoir
4965	positive	déshabiller
4966	negative	désherbage
4967	negative	désherber
4968	negative	déshonorer
4969	negative	déshydrater
4970	positive	désignation
4971	positive	désigner
4972	negative	désillusion
4973	negative	désincarner
4974	negative	désinfectant
4975	negative	désinfecter
4976	positive	désinfection
4977	negative	désinformation
4978	negative	désintégration
4979	negative	désintégrer
4980	positive	désirabilité
4981	positive	désirable
4982	positive	désirer ardemment
4983	positive	désireux
4984	negative	désobéir
4985	negative	désobéissance
4986	negative	désobéissant
4987	negative	désobliger
4988	negative	désobligeant
4989	negative	désolation
4990	negative	désoler
4991	positive	désopilant
4992	negative	désordonner
4993	negative	désorganiser
4994	positive	désormais
4995	negative	despotique
4996	negative	despotisme
4997	negative	dessécher
4998	positive	dessein
4999	positive	desserrage
5000	positive	desserrer
5001	positive	desserrement
5002	positive	dessert
5003	positive	dessin
5004	positive	dessin animer
5005	positive	dessiner
5006	positive	dessinateur dessinateur
5007	positive	dessinateur
5008	positive	dessus de lit
5009	positive	destinataire
5010	positive	destination
5011	positive	destiner
5012	negative	destruction
5013	negative	désuet
5014	negative	désuétude
5015	positive	détacher
5016	negative	détachement
5017	negative	détail
5018	positive	détaillant
5019	positive	détectable
5020	positive	détectables
5021	positive	détecter
5022	positive	détecteur
5023	positive	détection
5024	positive	détective
5025	positive	détendre
5026	negative	détention
5027	negative	détention préventif
5028	negative	détergent
5029	negative	détérioration
5030	negative	détériorer
5031	positive	déterminable
5032	positive	détermination
5033	negative	déterrer
5034	negative	détestable
5035	negative	détester
5036	positive	détonateur
5037	negative	détour
5038	negative	détournement
5039	negative	détournement de fond|fonds
5040	negative	détremper
5041	negative	détriment
5042	negative	détritus
5043	positive	détroit
5044	negative	détruire
5045	negative	dette
5046	negative	deuil
5047	positive	deuxième année
5048	negative	dévaloriser
5049	positive	devanture
5050	negative	dévastation
5051	negative	dévaster
5052	positive	développer
5053	positive	développement
5054	positive	devenir
5055	positive	devenir ami avec
5056	negative	devenir trop grand
5057	positive	déverrouiller
5058	negative	dévier
5059	positive	deviner
5060	positive	devinette
5061	positive	devis
5062	positive	devise
5063	positive	dévoilement
5064	positive	devoir
5065	negative	dévorer
5066	positive	dévot
5067	positive	dévotion
5068	positive	dévouer
5069	positive	dévouement
5070	positive	dextérité
5071	positive	dextrose
5072	negative	diable
5073	negative	diabolique
5074	positive	diacre
5075	positive	diadème
5076	positive	diagnostic
5077	positive	diagnostique
5078	positive	diagramme
5079	positive	diagramme circulaire
5080	positive	dialecte
5081	positive	dialectique
5082	positive	dialoguer
5083	positive	dialogue
5084	positive	diamant
5085	positive	diamant solitiare
5086	positive	diamètre
5087	positive	diaphragme
5088	negative	diapositive
5089	negative	diarrhée
5090	negative	diatribe
5091	positive	dichotomie
5092	positive	dichotomique
5093	negative	dictatorial
5094	negative	dictature
5095	positive	dicter
5096	positive	diction
5097	positive	dictionnaire
5098	positive	dictionnaire du synonyme
5099	positive	dicton
5100	positive	didactique
5101	negative	diète
5102	positive	diététique
5103	positive	dieu
5104	negative	différer
5105	positive	différemment
5106	negative	différence
5107	negative	différenciation
5108	negative	différencier
5109	negative	différent
5110	positive	diffus
5111	positive	digérer
5112	positive	digestion
5113	positive	digne
5114	negative	digne de confiance
